BeltAmpere_belt1,BeltAmpere_belt1_qc,BeltAmpere_belt2,BeltAmpere_belt2_qc,BeltAmpere_belt3,BeltAmpere_belt3_qc,Cumulative_LIN_flow,Cumulative_LIN_flow_qc,Cumulative_product_flow,Cumulative_product_flow_qc,FanAmpere_exhaust1,FanAmpere_exhaust1_qc,FanAmpere_exhaust2,FanAmpere_exhaust2_qc,FanAmpere_side,FanAmpere_side_qc,FanAmpere_top,FanAmpere_top_qc,Fanspeed_exhaust1,Fanspeed_exhaust1_qc,Fanspeed_exhaust2,Fanspeed_exhaust2_qc,Fanspeed_side,Fanspeed_side_qc,Fanspeed_top,Fanspeed_top_qc,LIN_flow,LIN_flow_qc,Product_flow,Product_flow_qc,ResidenceTime_belt1,ResidenceTime_belt1_qc,ResidenceTime_belt2,ResidenceTime_belt2_qc,ResidenceTime_belt3,ResidenceTime_belt3_qc,Temp_exhaust_in,Temp_exhaust_in_qc,Temp_exhaust_out,Temp_exhaust_out_qc,Temp_product_in,Temp_product_in_qc,Temp_product_out,Temp_product_out_qc,Temp_tunnel_measured,Temp_tunnel_measured_qc,Temp_tunnel_set,Temp_tunnel_set_qc,Vanne_opening_rate,Vanne_opening_rate_qc,_time
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:26:48.263Z"
2.4334717,0,3.6535645,0,3.5430908,0,349182,0,176170,0,2.1388032,0,2.4521394,0,8.004913,0,8.138123,0,50,0,70,0,40,0,70,0,936.11426,0,1379.3608,0,80,0,150,0,150,0,-3.2,0,4.1,0,13.525647,0,0,0,-85.8,0,-86,0,27.973152,0,"2020-09-10T10:27:48.314Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:28:48.271Z"
2.4267578,0,3.651123,0,3.517456,0,349214,0,176229,0,2.1492767,0,2.4311922,0,8.004913,0,8.144989,0,50,0,70,0,40,0,70,0,978.2426,0,1672.0378,0,80,0,150,0,150,0,-3,0,4,0,13.055152,0,0,0,-85.8,0,-86,0,29.431866,0,"2020-09-10T10:29:48.323Z"
2.4249268,0,3.602295,0,3.5150146,0,349230,0,176250,0,2.1383667,0,2.4307556,0,7.998047,0,8.134003,0,50,0,70,0,40,0,70,0,954.005,0,1419.9221,0,80,0,150,0,150,0,-3,0,3.9,0,12.963077,0,0,0,-86,0,-86,0,26.051043,0,"2020-09-10T10:30:48.323Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:31:48.304Z"
2.4243164,0,3.6401367,0,3.5498047,0,349264,0,176289,0,2.1479676,0,2.4469025,0,8.006287,0,8.136749,0,50,0,70,0,40,0,70,0,980.65454,0,1228.8035,0,80,0,150,0,150,0,-2.9,0,3.6,0,13.057995,0,0,0,-86.4,0,-86,0,22.271338,0,"2020-09-10T10:32:48.356Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:33:48.374Z"
2.43042,0,3.6212158,0,3.536377,0,349295,0,176319,0,2.1436036,0,2.4272645,0,8.01178,0,8.125763,0,50,0,70,0,40,0,70,0,945.26117,0,985.83057,0,80,0,150,0,150,0,-2.6,0,4.4,0,13.389009,0,-18.567495,0,-86.1,0,-86,0,25.864164,0,"2020-09-10T10:34:48.389Z"
2.425537,0,3.64563,0,3.5150146,0,349311,0,176342,0,2.1431673,0,2.4438477,0,8.014526,0,8.131256,0,50,0,70,0,40,0,70,0,963.3477,0,1185.6249,0,80,0,150,0,150,0,-2.3,0,4.4,0,13.139534,0,-18.99933,0,-85.9,0,-86,0,27.74931,0,"2020-09-10T10:35:48.398Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:36:48.345Z"
2.4230957,0,3.6480713,0,3.5198975,0,349344,0,176385,0,2.1475313,0,2.4438477,0,8.006287,0,8.1285095,0,50,0,70,0,40,0,70,0,986.97925,0,1162.2733,0,80,0,150,0,150,0,-2,0,4.5,0,13.043918,0,-19.133608,0,-86,0,-86,0,26.970703,0,"2020-09-10T10:37:48.349Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:38:48.338Z"
2.4279785,0,3.6419678,0,3.538208,0,349375,0,176408,0,2.1444764,0,2.4390473,0,8.017273,0,8.135376,0,50,0,70,0,40,0,70,0,956.80896,0,837.35504,0,80,0,150,0,150,0,-2,0,4.9,0,13.216482,0,-19.136057,0,-86.1,0,-86,0,25.335962,0,"2020-09-10T10:39:48.337Z"
2.4279785,0,3.6694336,0,3.5321045,0,349391,0,176423,0,2.1453493,0,2.4329376,0,8.006287,0,8.142242,0,50,0,70,0,40,0,70,0,939.6347,0,870.3496,0,80,0,150,0,150,0,-1.9,0,5,0,13.2491255,0,-18.369627,0,-85.8,0,-86,0,28.971975,0,"2020-09-10T10:40:48.348Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:41:48.305Z"
2.4285889,0,3.6334229,0,3.5388184,0,349422,0,176445,0,2.1479676,0,2.4403565,0,8.006287,0,8.138123,0,50,0,70,0,40,0,70,0,935.78394,0,658.2615,0,80,0,150,0,150,0,-1.8,0,5,0,13.371047,0,-17.935154,0,-86.2,0,-86,0,23.341131,0,"2020-09-10T10:42:48.360Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:43:48.321Z"
2.4261475,0,3.6413574,0,3.5577393,0,349452,0,176462,0,2.1479676,0,2.4490845,0,8.00766,0,8.135376,0,50,0,70,0,40,0,70,0,934.40607,0,540.4216,0,80,0,150,0,150,0,-1.7,0,5,0,13.5904665,0,-16.969208,0,-86.1,0,-86,0,23.302532,0,"2020-09-10T10:44:48.366Z"
2.423706,0,3.66333,0,3.5736084,0,349467,0,176472,0,2.1379304,0,2.4390473,0,8.01178,0,8.134003,0,50,0,70,0,40,0,70,0,896.2688,0,607.28076,0,80,0,150,0,150,0,-1.8,0,5.1,0,13.501227,0,-17.34795,0,-86,0,-86,0,23.394985,0,"2020-09-10T10:45:48.383Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:46:48.889Z"
2.434082,0,3.605957,0,3.52417,0,349498,0,176515,0,2.1401124,0,2.4503937,0,8.0159,0,8.136749,0,50,0,70,0,40,0,70,0,935.9973,0,1243.4393,0,80,0,150,0,150,0,-2,0,4.8,0,12.819287,0,-19.271442,0,-86,0,-86,0,25.412373,0,"2020-09-10T10:47:48.926Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:48:48.872Z"
2.4298096,0,3.6462402,0,3.569336,0,349531,0,176572,0,2.1388032,0,2.4534485,0,8.000793,0,8.138123,0,50,0,70,0,40,0,70,0,965.33966,0,1640.9082,0,80,0,150,0,150,0,-1.9,0,4.4,0,12.58242,0,-19.045486,0,-85.9,0,-86,0,27.504541,0,"2020-09-10T10:49:48.922Z"
2.4249268,0,3.630371,0,3.5668945,0,349548,0,176595,0,2.1466584,0,2.4403565,0,8.01178,0,8.132629,0,50,0,70,0,40,0,70,0,1004.0522,0,1512.9543,0,80,0,150,0,150,0,-1.8,0,4,0,12.567639,0,-21.883184,0,-86.1,0,-86,0,25.330036,0,"2020-09-10T10:50:49.830Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:51:49.779Z"
2.4206543,0,3.6376953,0,3.5211182,0,349581,0,176647,0,2.1431673,0,2.4303193,0,8.009033,0,8.131256,0,50,0,70,0,40,0,70,0,999.74066,0,1515.5768,0,80,0,150,0,150,0,-1.7,0,4.1,0,12.757776,0,-23.201357,0,-86,0,-86,0,27.940762,0,"2020-09-10T10:52:49.830Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:53:49.789Z"
2.4291992,0,3.6254883,0,3.55896,0,349614,0,176702,0,2.1379304,0,2.4080627,0,8.00766,0,8.135376,0,50,0,70,0,40,0,70,0,1013.05884,0,1592.5371,0,80,0,150,0,150,0,-1.8,0,4.3,0,12.67259,0,-22.943932,0,-86,0,-86,0,28.36319,0,"2020-09-10T10:54:49.836Z"
2.4316406,0,3.6260986,0,3.5284424,0,349632,0,176730,0,2.1466584,0,2.4207184,0,8.004913,0,8.134003,0,50,0,70,0,40,0,70,0,1035.666,0,1598.964,0,80,0,150,0,150,0,-1.8,0,4.1,0,12.787775,0,-20.724882,0,-86.1,0,-86,0,26.8597,0,"2020-09-10T10:55:49.837Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:56:49.797Z"
2.4261475,0,3.637085,0,3.50708,0,349665,0,176777,0,2.1462219,0,2.4150453,0,8.01178,0,8.125763,0,50,0,70,0,40,0,70,0,999.9709,0,1403.1451,0,80,0,150,0,150,0,-1.7,0,3.9,0,13.247949,0,-18.774868,0,-86,0,-86,0,27.876804,0,"2020-09-10T10:57:49.842Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T10:58:49.863Z"
2.4230957,0,3.6212158,0,3.5565186,0,349697,0,176813,0,2.1444764,0,2.4176636,0,8.009033,0,8.136749,0,50,0,70,0,40,0,70,0,999.5365,0,1178.1339,0,80,0,150,0,150,0,-1.5,0,3.9,0,13.291168,0,-19.280445,0,-85.9,0,-86,0,26.816702,0,"2020-09-10T10:59:49.863Z"
2.4310303,0,3.6499023,0,3.5534668,0,349713,0,176831,0,2.1440399,0,2.4181,0,8.0104065,0,8.136749,0,50,0,70,0,40,0,70,0,991.49255,0,1101.8695,0,80,0,150,0,150,0,-1.5,0,3.9,0,13.299322,0,-18.653046,0,-85.9,0,-86,0,28.623102,0,"2020-09-10T11:00:49.856Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T11:01:49.803Z"
2.4353027,0,3.6297607,0,3.5668945,0,349748,0,176873,0,2.1540773,0,2.4141724,0,8.018646,0,8.136749,0,50,0,70,0,40,0,70,0,1036.4534,0,1289.5134,0,80,0,150,0,150,0,-1.3,0,3.9,0,13.143332,0,-19.406351,0,-85.9,0,-86,0,28.988026,0,"2020-09-10T11:02:49.850Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T11:03:49.817Z"
2.4298096,0,3.635254,0,3.5601807,0,349780,0,176925,0,2.1457856,0,2.4063172,0,8.0159,0,8.132629,0,50,0,70,0,40,0,70,0,962.3631,0,1435.6824,0,80,0,150,0,150,0,0.8,0,4.8,0,13.255806,0,-18.68875,0,-86.2,0,-86,0,25.139729,0,"2020-09-10T11:04:49.869Z"
2.4316406,0,3.5876465,0,3.5717773,0,349796,0,176942,0,2.1457856,0,2.413736,0,8.0104065,0,8.135376,0,50,0,70,0,40,0,70,0,950.0415,0,1222.7606,0,80,0,150,0,150,0,1.4,0,4.8,0,13.761139,0,-18.26436,0,-86.2,0,-86,0,24.948492,0,"2020-09-10T11:05:49.873Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T11:06:49.837Z"
2.432251,0,3.6584473,0,3.5546875,0,349826,0,176982,0,2.1553864,0,2.4054444,0,8.028259,0,8.131256,0,50,0,70,0,40,0,70,0,893.6697,0,1260.9366,0,80,0,150,0,150,0,0.6,0,4.7,0,14.035888,0,-17.90444,0,-85.8,0,-86,0,29.969236,0,"2020-09-10T11:07:49.877Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T11:08:49.833Z"
2.4438477,0,3.6328125,0,3.5473633,0,349855,0,177012,0,2.152768,0,2.4119904,0,8.018646,0,8.113403,0,50,0,70,0,40,0,70,0,851.1471,0,926.6497,0,80,0,150,0,150,0,-0.6,0,4.1,0,13.992874,0,-18.451555,0,-86.2,0,-86,0,28.516819,0,"2020-09-10T11:09:49.887Z"
2.4316406,0,3.6523438,0,3.5717773,0,349869,0,177019,0,2.1510224,0,2.4102447,0,8.01178,0,8.129883,0,50,0,70,0,40,0,70,0,811.57513,0,650.5745,0,80,0,150,0,150,0,-1,0,4.7,0,13.954167,0,-16.031837,0,-85.9,0,-86,0,31.805649,0,"2020-09-10T11:10:49.880Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T11:11:49.849Z"
2.4249268,0,3.5784912,0,3.5498047,0,349888,0,177033,0,2.1444764,0,2.4316285,0,8.00354,0,8.125763,0,50,0,70,0,40,0,70,0,620.4133,0,542.2516,0,80,0,150,0,150,0,-0.2,0,7.5,0,13.943742,0,-14.113823,0,-85.8,0,-86,0,26.300737,0,"2020-09-10T11:12:49.892Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T11:13:49.840Z"
2.423706,0,3.64563,0,3.550415,0,349921,0,177088,0,2.1427307,0,2.4359925,0,8.002167,0,8.135376,0,50,0,70,0,40,0,70,0,913.7926,0,1412.2922,0,80,0,150,0,150,0,0,0,6.7,0,12.918103,0,-12.991564,0,-85,0,-86,0,39.124073,0,"2020-09-10T11:14:49.893Z"
2.4273682,0,3.6322021,0,3.572998,0,349935,0,177113,0,2.150586,0,2.4320648,0,7.99942,0,8.127136,0,50,0,70,0,40,0,70,0,904.6993,0,1429.1097,0,80,0,150,0,150,0,0.3,0,6.8,0,13.065176,0,-13.2561865,0,-85.3,0,-86,0,34.393135,0,"2020-09-10T11:15:49.886Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T11:16:49.889Z"
2.4298096,0,3.6431885,0,3.538208,0,349965,0,177171,0,2.1536407,0,2.4211547,0,8.0104065,0,8.125763,0,50,0,70,0,40,0,70,0,848.9139,0,1700.3541,0,80,0,150,0,150,0,1,0,5.8,0,13.174072,0,-12.4843,0,-85.1,0,-86,0,36.09908,0,"2020-09-10T11:17:49.899Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T11:18:49.849Z"
2.4328613,0,3.6468506,0,3.5644531,0,349992,0,177219,0,2.1584413,0,2.4102447,0,8.02002,0,8.109283,0,50,0,70,0,40,0,70,0,754.52344,0,1468.7561,0,80,0,150,0,150,0,1.4,0,6.3,0,13.056327,0,-11.944807,0,-86.2,0,-86,0,26.893887,0,"2020-09-10T11:19:49.889Z"
2.4212646,0,3.6108398,0,3.5424805,0,350007,0,177246,0,2.148404,0,2.413736,0,8.018646,0,8.106537,0,50,0,70,0,40,0,70,0,745.7679,0,1563.1501,0,80,0,150,0,150,0,0.9,0,6.3,0,13.136484,0,-12.024179,0,-86.9,0,-86,0,17.7599,0,"2020-09-10T11:20:49.916Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-10T11:21:49.885Z"
2.4267578,0,3.64563,0,3.5198975,0,350037,0,177300,0,2.1545136,0,2.4181,0,8.004913,0,8.135376,0,50,0,70,0,40,0,70,0,833.68475,0,1631.7552,0,80,0,150,0,150,0,0.9,0,6.5,0,13.043423,0,-11.292982,0,-86.3,0,-86,0,22.588873,0,"2020-09-10T11:22:49.886Z"
