BeltAmpere_belt1,BeltAmpere_belt1_qc,BeltAmpere_belt2,BeltAmpere_belt2_qc,BeltAmpere_belt3,BeltAmpere_belt3_qc,Cumulative_LIN_flow,Cumulative_LIN_flow_qc,Cumulative_product_flow,Cumulative_product_flow_qc,FanAmpere_exhaust1,FanAmpere_exhaust1_qc,FanAmpere_exhaust2,FanAmpere_exhaust2_qc,FanAmpere_side,FanAmpere_side_qc,FanAmpere_top,FanAmpere_top_qc,Fanspeed_exhaust1,Fanspeed_exhaust1_qc,Fanspeed_exhaust2,Fanspeed_exhaust2_qc,Fanspeed_side,Fanspeed_side_qc,Fanspeed_top,Fanspeed_top_qc,LIN_flow,LIN_flow_qc,Product_flow,Product_flow_qc,ResidenceTime_belt1,ResidenceTime_belt1_qc,ResidenceTime_belt2,ResidenceTime_belt2_qc,ResidenceTime_belt3,ResidenceTime_belt3_qc,Temp_exhaust_in,Temp_exhaust_in_qc,Temp_exhaust_out,Temp_exhaust_out_qc,Temp_product_in,Temp_product_in_qc,Temp_product_out,Temp_product_out_qc,Temp_tunnel_measured,Temp_tunnel_measured_qc,Temp_tunnel_set,Temp_tunnel_set_qc,Vanne_opening_rate,Vanne_opening_rate_qc,_time
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-16T00:57:32.772Z"
0.0024414062,0,0.0024414062,0,0.0024414062,0,388545,0,210730,0,3.002878,0,3.4654634,0,0,0,0,0,100,0,100,0,0,0,0,0,207.18428,0,1.1753991e-34,0,0,0,0,0,0,0,13.5,0,13.2,0,0,0,0,0,11.6,0,0,0,0,0,"2020-09-16T00:58:32.803Z"
0.0024414062,0,0.0024414062,0,0.0024414062,0,388549,0,210730,0,2.9806213,0,3.5139039,0,0,0,0,0,100,0,100,0,0,0,0,0,212.80898,0,1.1753991e-34,0,0,0,0,0,0,0,13.6,0,13.2,0,0,0,0,0,11.6,0,0,0,0,0,"2020-09-16T00:59:33.505Z"
0.0024414062,0,0.0024414062,0,0.0024414062,0,388552,0,210730,0,3.0583007,0,3.49252,0,0,0,0,0,100,0,100,0,0,0,0,0,208.41075,0,1.1753991e-34,0,0,0,0,0,0,0,13.6,0,13.2,0,0,0,0,0,11.7,0,0,0,0,0,"2020-09-16T01:00:31.395Z"
0.0024414062,0,0.0024414062,0,0.0024414062,0,388556,0,210730,0,2.991968,0,3.5095398,0,0,0,0,0,100,0,100,0,0,0,0,0,208.49918,0,1.1753991e-34,0,0,0,0,0,0,0,13.7,0,13.3,0,0,0,0,0,11.8,0,0,0,0,0,"2020-09-16T01:01:32.793Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-09-16T01:02:32.776Z"
0.0024414062,0,0.0024414062,0,0.0030517578,0,388564,0,210730,0,3.013788,0,3.4951386,0,0,0,0,0,100,0,100,0,0,0,0,0,214.12514,0,1.1753991e-34,0,0,0,0,0,0,0,13.8,0,13.6,0,0,0,0,0,11.8,0,0,0,0,0,"2020-09-16T01:03:32.836Z"
0.0024414062,0,0.0024414062,0,0.0030517578,0,388567,0,210730,0,3.0233886,0,3.48161,0,0,0,0,0,100,0,100,0,0,0,0,0,201.40999,0,1.1753991e-34,0,0,0,0,0,0,0,13.9,0,13.6,0,0,0,0,0,11.9,0,0,0,0,0,"2020-09-16T01:04:33.353Z"
0.0024414062,0,0.0024414062,0,0.0024414062,0,388571,0,210730,0,3.0390992,0,3.4711366,0,0,0,0,0,100,0,100,0,0,0,0,0,219.33014,0,1.1753991e-34,0,0,0,0,0,0,0,14,0,13.7,0,0,0,0,0,12,0,0,0,0,0,"2020-09-16T01:05:31.922Z"
0.0024414062,0,0.0024414062,0,0.0024414062,0,388575,0,210730,0,3.0277526,0,3.5182679,0,0,0,0,0,100,0,100,0,0,0,0,0,213.11911,0,1.1753991e-34,0,0,0,0,0,0,0,14.1,0,13.9,0,0,0,0,0,12.1,0,0,0,0,0,"2020-09-16T01:06:33.335Z"
