BeltAmpere_belt1,BeltAmpere_belt1_qc,BeltAmpere_belt2,BeltAmpere_belt2_qc,BeltAmpere_belt3,BeltAmpere_belt3_qc,Cumulative_LIN_flow,Cumulative_LIN_flow_qc,Cumulative_product_flow,Cumulative_product_flow_qc,FanAmpere_exhaust1,FanAmpere_exhaust1_qc,FanAmpere_exhaust2,FanAmpere_exhaust2_qc,FanAmpere_side,FanAmpere_side_qc,FanAmpere_top,FanAmpere_top_qc,Fanspeed_exhaust1,Fanspeed_exhaust1_qc,Fanspeed_exhaust2,Fanspeed_exhaust2_qc,Fanspeed_side,Fanspeed_side_qc,Fanspeed_top,Fanspeed_top_qc,LIN_flow,LIN_flow_qc,Product_flow,Product_flow_qc,ResidenceTime_belt1,ResidenceTime_belt1_qc,ResidenceTime_belt2,ResidenceTime_belt2_qc,ResidenceTime_belt3,ResidenceTime_belt3_qc,Temp_exhaust_in,Temp_exhaust_in_qc,Temp_exhaust_out,Temp_exhaust_out_qc,Temp_product_in,Temp_product_in_qc,Temp_product_out,Temp_product_out_qc,Temp_tunnel_measured,Temp_tunnel_measured_qc,Temp_tunnel_set,Temp_tunnel_set_qc,Vanne_opening_rate,Vanne_opening_rate_qc,_time
1.7803955,0,2.7062988,0,3.5681152,0,104428,0,88861,0,2.1444764,0,2.4582489,0,8.01178,0,8.11203,0,50,0,70,0,40,0,70,0,802.2917,0,721.1299,0,60,0,90,0,150,0,8,0,4.3,0,15.532726,0,-51.065662,0,-76.1,0,-76,0,20.20803,0,"2020-10-02T10:50:06.315Z"
1.7675781,0,2.701416,0,3.6114502,0,104440,0,88873,0,2.1374938,0,2.4613037,0,8.004913,0,8.10379,0,50,0,70,0,40,0,70,0,784.657,0,708.6451,0,60,0,90,0,150,0,8,0,4.5,0,15.662581,0,-51.0534,0,-75.9,0,-76,0,22.976707,0,"2020-10-02T10:51:04.886Z"
1.75354,0,2.7044678,0,3.574829,0,104454,0,88885,0,2.1422944,0,2.4591217,0,7.99942,0,8.113403,0,50,0,70,0,40,0,70,0,812.95325,0,717.39294,0,60,0,90,0,150,0,8,0,4.2,0,15.655025,0,-51.050724,0,-76,0,-76,0,22.068924,0,"2020-10-02T10:52:04.883Z"
1.7608643,0,2.7026367,0,3.5803223,0,104467,0,88897,0,2.1444764,0,2.4613037,0,8.006287,0,8.106537,0,50,0,70,0,40,0,70,0,803.9681,0,680.7227,0,60,0,90,0,150,0,7.8,0,4.2,0,15.72391,0,-51.018375,0,-76.1,0,-76,0,20.235554,0,"2020-10-02T10:53:06.310Z"
1.7456055,0,2.7026367,0,3.5662842,0,104480,0,88907,0,2.1383667,0,2.4599946,0,8.00766,0,8.105164,0,50,0,70,0,40,0,70,0,792.0595,0,650.81464,0,60,0,90,0,150,0,7.8,0,4.3,0,15.796028,0,-51.079124,0,-75.9,0,-76,0,22.056637,0,"2020-10-02T10:54:04.888Z"
1.7572021,0,2.7020264,0,3.5681152,0,104494,0,88919,0,2.1396759,0,2.4647949,0,8.01178,0,8.101044,0,50,0,70,0,40,0,70,0,818.3326,0,662.91943,0,60,0,90,0,150,0,7.7,0,4.2,0,15.787147,0,-51.09044,0,-76,0,-76,0,22.09791,0,"2020-10-02T10:55:06.319Z"
1.7492676,0,2.6983643,0,3.5992432,0,104506,0,88927,0,2.1357484,0,2.466977,0,8.009033,0,8.096924,0,50,0,70,0,40,0,70,0,752.09875,0,581.2909,0,60,0,90,0,150,0,7.9,0,4.8,0,15.827855,0,-51.034863,0,-76.2,0,-76,0,18.16146,0,"2020-10-02T10:56:04.892Z"
1.762085,0,2.6971436,0,3.5784912,0,104518,0,88935,0,2.1340027,0,2.4722137,0,8.014526,0,8.09967,0,50,0,70,0,40,0,70,0,741.87854,0,539.3563,0,60,0,90,0,150,0,7.9,0,5,0,15.841491,0,-50.937916,0,-76,0,-76,0,19.537912,0,"2020-10-02T10:57:04.890Z"
1.7633057,0,2.70813,0,3.5638428,0,104531,0,88944,0,2.1361847,0,2.4569397,0,8.0104065,0,8.10379,0,50,0,70,0,40,0,70,0,750.1476,0,533.19934,0,60,0,90,0,150,0,7.8,0,5.1,0,15.854683,0,-51.16263,0,-76,0,-76,0,19.997873,0,"2020-10-02T10:58:06.310Z"
1.7614746,0,2.6989746,0,3.5821533,0,104543,0,88954,0,2.1409853,0,2.4687226,0,8.00354,0,8.098297,0,50,0,70,0,40,0,70,0,755.98865,0,581.23926,0,60,0,90,0,150,0,8,0,5,0,15.744817,0,-51.262867,0,-76,0,-76,0,19.997873,0,"2020-10-02T10:59:04.891Z"
1.7614746,0,2.7056885,0,3.5803223,0,104556,0,88967,0,2.1379304,0,2.4643586,0,8.00766,0,8.113403,0,50,0,70,0,40,0,70,0,758.24097,0,663.7525,0,60,0,90,0,150,0,8,0,5,0,15.6946745,0,-51.307304,0,-76,0,-76,0,19.997873,0,"2020-10-02T11:00:06.329Z"
1.7645264,0,2.7087402,0,3.6083984,0,104569,0,88981,0,2.1427307,0,2.4678497,0,8.004913,0,8.10379,0,50,0,70,0,40,0,70,0,771.5058,0,733.551,0,60,0,90,0,150,0,8.1,0,5.1,0,15.519631,0,-51.241196,0,-75.9,0,-76,0,21.693972,0,"2020-10-02T11:01:04.899Z"
1.7657471,0,2.7026367,0,3.5998535,0,104582,0,88993,0,2.1422944,0,2.4621766,0,8.021393,0,8.109283,0,50,0,70,0,40,0,70,0,782.4511,0,745.07745,0,60,0,90,0,150,0,8.1,0,5,0,15.64131,0,-50.96836,0,-75.9,0,-76,0,22.443907,0,"2020-10-02T11:02:04.896Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-10-02T11:03:27.568Z"
1.7578125,0,2.7026367,0,3.5870361,0,104609,0,89019,0,2.1422944,0,2.4765778,0,8.017273,0,8.101044,0,50,0,70,0,40,0,70,0,798.58844,0,751.37067,0,60,0,90,0,150,0,8.2,0,4.6,0,15.567745,0,-51.167995,0,-76.1,0,-76,0,20.307854,0,"2020-10-02T11:04:06.322Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-10-02T11:05:27.630Z"
1.7614746,0,2.7044678,0,3.591919,0,104636,0,89044,0,2.1361847,0,2.4770143,0,8.022766,0,8.10791,0,50,0,70,0,40,0,70,0,799.45984,0,775.21216,0,60,0,90,0,150,0,7.7,0,4.8,0,15.571563,0,-51.02394,0,-75.9,0,-76,0,22.735134,0,"2020-10-02T11:06:06.319Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-10-02T11:07:06.255Z"
1.762085,0,2.7050781,0,3.5638428,0,104662,0,89065,0,2.1366212,0,2.4674134,0,8.0104065,0,8.10379,0,50,0,70,0,40,0,70,0,777.51917,0,654.609,0,60,0,90,0,150,0,7.8,0,5.1,0,15.693626,0,-50.950382,0,-76.1,0,-76,0,19.825365,0,"2020-10-02T11:08:07.327Z"
1.7559814,0,2.7050781,0,3.5998535,0,104674,0,89075,0,2.1453493,0,2.475705,0,8.014526,0,8.09967,0,50,0,70,0,40,0,70,0,782.32556,0,632.488,0,60,0,90,0,150,0,7.8,0,5,0,15.744365,0,-50.929573,0,-76,0,-76,0,20.934011,0,"2020-10-02T11:09:04.900Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-10-02T11:10:26.414Z"
1.7712402,0,2.703247,0,3.5723877,0,104701,0,89098,0,2.1405487,0,2.4743958,0,8.0104065,0,8.10379,0,50,0,70,0,40,0,70,0,787.5205,0,667.4024,0,60,0,90,0,150,0,8.4,0,5.1,0,15.858484,0,-50.73583,0,-75.9,0,-76,0,22.260143,0,"2020-10-02T11:11:06.326Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-10-02T11:12:06.258Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-10-02T11:13:27.920Z"
1.7608643,0,2.70813,0,3.5913086,0,104739,0,89126,0,2.1457856,0,2.4717774,0,8.02002,0,8.110657,0,50,0,70,0,40,0,70,0,776.1757,0,590.41895,0,60,0,90,0,150,0,9,0,6.2,0,15.868122,0,-50.885475,0,-75.9,0,-76,0,21.34396,0,"2020-10-02T11:14:06.345Z"
1.7773438,0,2.7026367,0,3.602295,0,104753,0,89140,0,2.1374938,0,2.4748323,0,8.024139,0,8.105164,0,50,0,70,0,40,0,70,0,788.84717,0,724.23596,0,60,0,90,0,150,0,9.1,0,6.3,0,15.854465,0,-50.90793,0,-76,0,-76,0,20.676521,0,"2020-10-02T11:15:06.344Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-10-02T11:16:06.298Z"
1.7572021,0,2.7111816,0,3.5931396,0,104779,0,89172,0,2.1348755,0,2.4682863,0,8.024139,0,8.11203,0,50,0,70,0,40,0,70,0,789.93787,0,971.75116,0,60,0,90,0,150,0,9.3,0,6.4,0,16.093924,0,-50.93418,0,-76,0,-76,0,21.000244,0,"2020-10-02T11:17:07.334Z"
1.7602539,0,2.701416,0,3.5809326,0,104793,0,89186,0,2.1444764,0,2.4674134,0,8.018646,0,8.10791,0,50,0,70,0,40,0,70,0,802.9162,0,899.1653,0,60,0,90,0,150,0,9.4,0,6.4,0,16.146006,0,-51.06333,0,-75.9,0,-76,0,22.618849,0,"2020-10-02T11:18:06.351Z"
1.7706299,0,2.7069092,0,3.5888672,0,104807,0,89203,0,2.1379304,0,2.4661043,0,8.022766,0,8.109283,0,50,0,70,0,40,0,70,0,814.7019,0,962.17334,0,60,0,90,0,150,0,9.6,0,6.3,0,16.059517,0,-51.106667,0,-76,0,-76,0,21.779007,0,"2020-10-02T11:19:05.837Z"
1.7810059,0,2.7087402,0,3.5980225,0,104819,0,89219,0,2.1431673,0,2.4643586,0,8.025513,0,8.105164,0,50,0,70,0,40,0,70,0,781.02924,0,913.6213,0,60,0,90,0,150,0,9.6,0,6.7,0,16.021126,0,-51.058067,0,-76.1,0,-76,0,20.952892,0,"2020-10-02T11:20:07.257Z"
1.7596436,0,2.7050781,0,3.571167,0,104832,0,89238,0,2.1340027,0,2.4652314,0,8.006287,0,8.109283,0,50,0,70,0,40,0,70,0,770.7096,0,1031.5759,0,60,0,90,0,150,0,9.8,0,6.9,0,16.06055,0,-50.854607,0,-75.9,0,-76,0,21.638897,0,"2020-10-02T11:21:05.832Z"
1.7541504,0,2.7026367,0,3.581543,0,104845,0,89256,0,2.1436036,0,2.4591217,0,8.0104065,0,8.11203,0,50,0,70,0,40,0,70,0,792.0001,0,1053.8494,0,60,0,90,0,150,0,9.8,0,6.7,0,15.928972,0,-50.827103,0,-76,0,-76,0,21.43018,0,"2020-10-02T11:22:05.831Z"
1.75354,0,2.703247,0,3.5894775,0,104858,0,89273,0,2.1357484,0,2.4643586,0,8.02002,0,8.10379,0,50,0,70,0,40,0,70,0,775.08435,0,1020.40173,0,60,0,90,0,150,0,10.1,0,6.9,0,15.95814,0,-50.827824,0,-76,0,-76,0,20.947725,0,"2020-10-02T11:23:07.242Z"
1.75354,0,2.6989746,0,3.5742188,0,104869,0,89289,0,2.1449127,0,2.4656677,0,8.024139,0,8.09967,0,50,0,70,0,40,0,70,0,724.1693,0,1022.9417,0,60,0,90,0,150,0,10.2,0,7.5,0,15.9022045,0,-50.842815,0,-76.1,0,-76,0,17.28781,0,"2020-10-02T11:24:05.831Z"
1.7523193,0,2.7044678,0,3.5882568,0,104881,0,89313,0,2.1353118,0,2.4787598,0,8.014526,0,8.110657,0,50,0,70,0,40,0,70,0,725.89087,0,1176.5859,0,60,0,90,0,150,0,10.1,0,7.4,0,15.95473,0,-50.86191,0,-76,0,-76,0,19.363945,0,"2020-10-02T11:25:07.257Z"
1.7523193,0,2.703247,0,3.5705566,0,104893,0,89335,0,2.1427307,0,2.4656677,0,8.025513,0,8.096924,0,50,0,70,0,40,0,70,0,714.93494,0,1247.3325,0,60,0,90,0,150,0,10.2,0,7.5,0,15.994528,0,-50.863995,0,-76,0,-76,0,18.960236,0,"2020-10-02T11:26:05.831Z"
1.7663574,0,2.7026367,0,3.5827637,0,104905,0,89357,0,2.1361847,0,2.4726503,0,8.022766,0,8.098297,0,50,0,70,0,40,0,70,0,718.3631,0,1290.5809,0,60,0,90,0,150,0,10.3,0,7.5,0,15.990331,0,-50.815235,0,-76,0,-76,0,19.270184,0,"2020-10-02T11:27:05.836Z"
1.7700195,0,2.701416,0,3.5845947,0,104917,0,89381,0,2.1427307,0,2.4739594,0,8.024139,0,8.096924,0,50,0,70,0,40,0,70,0,724.971,0,1324.2653,0,60,0,90,0,150,0,10.1,0,7.6,0,16.105375,0,-50.777657,0,-76,0,-76,0,19.357702,0,"2020-10-02T11:28:07.261Z"
1.7608643,0,2.7038574,0,3.5754395,0,104929,0,89402,0,2.1344392,0,2.4682863,0,8.022766,0,8.098297,0,50,0,70,0,40,0,70,0,732.8845,0,1287.1406,0,60,0,90,0,150,0,10.2,0,7.6,0,16.254522,0,-50.729546,0,-75.9,0,-76,0,20.821344,0,"2020-10-02T11:29:05.831Z"
1.751709,0,2.709961,0,3.6071777,0,104941,0,89424,0,2.1401124,0,2.4695954,0,8.0159,0,8.10379,0,50,0,70,0,40,0,70,0,732.8525,0,1268.8385,0,60,0,90,0,150,0,10,0,7.9,0,16.269224,0,-50.644924,0,-76,0,-76,0,19.238958,0,"2020-10-02T11:30:07.251Z"
1.7590332,0,2.70813,0,3.591919,0,104953,0,89443,0,2.1366212,0,2.4656677,0,8.024139,0,8.10791,0,50,0,70,0,40,0,70,0,739.57477,0,1204.0336,0,60,0,90,0,150,0,10,0,8.1,0,16.154295,0,-50.61655,0,-76,0,-76,0,19.513931,0,"2020-10-02T11:31:05.837Z"
1.7510986,0,2.703247,0,3.5961914,0,104966,0,89457,0,2.1457856,0,2.4617403,0,8.021393,0,8.102417,0,50,0,70,0,40,0,70,0,743.4041,0,1037.5891,0,60,0,90,0,150,0,10,0,8.1,0,16.093252,0,-50.679295,0,-75.9,0,-76,0,19.513931,0,"2020-10-02T11:32:05.841Z"
1.7584229,0,2.7075195,0,3.595581,0,104978,0,89469,0,2.1388032,0,2.4626129,0,8.013153,0,8.098297,0,50,0,70,0,40,0,70,0,739.4736,0,861.7268,0,60,0,90,0,150,0,9.9,0,8.3,0,16.092777,0,-50.41794,0,-75.9,0,-76,0,20.613825,0,"2020-10-02T11:33:07.269Z"
1.7712402,0,2.7026367,0,3.5864258,0,104990,0,89489,0,2.1427307,0,2.4630494,0,8.02002,0,8.09967,0,50,0,70,0,40,0,70,0,742.71234,0,1051.9022,0,60,0,90,0,150,0,10.1,0,8.1,0,16.33424,0,-50.385506,0,-75.9,0,-76,0,21.75704,0,"2020-10-02T11:34:05.848Z"
1.7596436,0,2.7038574,0,3.6047363,0,105004,0,89512,0,2.1427307,0,2.4586854,0,8.026886,0,8.109283,0,50,0,70,0,40,0,70,0,776.7775,0,1192.3047,0,60,0,90,0,150,0,10,0,7.9,0,16.951136,0,-50.376373,0,-75.9,0,-76,0,21.771257,0,"2020-10-02T11:35:07.275Z"
1.763916,0,2.709961,0,3.5681152,0,105017,0,89534,0,2.1431673,0,2.4652314,0,8.014526,0,8.10379,0,50,0,70,0,40,0,70,0,790.4428,0,1232.4535,0,60,0,90,0,150,0,10,0,7.9,0,17.337395,0,-50.37456,0,-75.9,0,-76,0,22.047482,0,"2020-10-02T11:36:05.855Z"
1.7523193,0,2.703247,0,3.5913086,0,105030,0,89559,0,2.1357484,0,2.4573762,0,8.021393,0,8.10791,0,50,0,70,0,40,0,70,0,802.15295,0,1363.5154,0,60,0,90,0,150,0,10.1,0,7.9,0,17.947653,0,-50.35674,0,-75.8,0,-76,0,24.912323,0,"2020-10-02T11:37:05.859Z"
1.7504883,0,2.7062988,0,3.591919,0,105044,0,89583,0,2.1392395,0,2.4591217,0,8.009033,0,8.106537,0,50,0,70,0,40,0,70,0,790.36456,0,1352.8285,0,60,0,90,0,150,0,10.3,0,8,0,18.046886,0,-50.339012,0,-76.1,0,-76,0,20.303877,0,"2020-10-02T11:38:07.278Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-10-02T11:39:07.212Z"
1.7541504,0,2.7087402,0,3.5827637,0,105070,0,89628,0,2.1409853,0,2.4647949,0,8.017273,0,8.10791,0,50,0,70,0,40,0,70,0,801.01013,0,1377.6357,0,60,0,90,0,150,0,10.6,0,7.9,0,18.181627,0,-50.357224,0,-76,0,-76,0,21.488766,0,"2020-10-02T11:40:06.972Z"
1.751709,0,2.703247,0,3.5827637,0,105083,0,89650,0,2.1379304,0,2.4573762,0,8.009033,0,8.110657,0,50,0,70,0,40,0,70,0,808.91626,0,1366.712,0,60,0,90,0,150,0,10.7,0,8,0,18.177372,0,-50.341824,0,-75.9,0,-76,0,22.64616,0,"2020-10-02T11:41:05.862Z"
0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,0,-2138963968,"2020-10-02T11:42:07.219Z"
1.774292,0,2.7056885,0,3.5717773,0,105111,0,89699,0,2.1348755,0,2.4569397,0,8.018646,0,8.110657,0,50,0,70,0,40,0,70,0,813.9977,0,1402.6804,0,60,0,90,0,150,0,10.7,0,8.3,0,18.511728,0,-50.282112,0,-76,0,-76,0,19.652687,0,"2020-10-02T11:43:08.288Z"
1.7675781,0,2.7087402,0,3.5870361,0,105124,0,89715,0,2.1418579,0,2.4569397,0,8.017273,0,8.109283,0,50,0,70,0,40,0,70,0,808.7854,0,1232.7769,0,60,0,90,0,150,0,10.8,0,8.3,0,18.390179,0,-50.242207,0,-76.1,0,-76,0,20.857561,0,"2020-10-02T11:44:05.880Z"
1.7755127,0,2.7087402,0,3.5766602,0,105138,0,89737,0,2.1340027,0,2.4421022,0,8.01178,0,8.1188965,0,50,0,70,0,40,0,70,0,810.8362,0,1274.8191,0,60,0,90,0,150,0,10.8,0,8.3,0,18.356829,0,-50.23127,0,-76,0,-76,0,21.987453,0,"2020-10-02T11:45:07.308Z"
1.7559814,0,2.7026367,0,3.5705566,0,105151,0,89762,0,2.1396759,0,2.4582489,0,8.0159,0,8.11203,0,50,0,70,0,40,0,70,0,816.47455,0,1392.6786,0,60,0,90,0,150,0,10.7,0,8.3,0,18.697058,0,-50.219173,0,-76,0,-76,0,22.0137,0,"2020-10-02T11:46:05.881Z"
1.75354,0,2.7026367,0,3.5516357,0,105165,0,89788,0,2.1418579,0,2.4460297,0,8.018646,0,8.106537,0,50,0,70,0,40,0,70,0,819.62,0,1460.5596,0,60,0,90,0,150,0,10.6,0,8.1,0,18.968527,0,-50.218697,0,-76,0,-76,0,22.0137,0,"2020-10-02T11:47:05.886Z"
1.7529297,0,2.7044678,0,3.5632324,0,105180,0,89815,0,2.1405487,0,2.4469025,0,8.00354,0,8.10379,0,50,0,70,0,40,0,70,0,819.7981,0,1520.0363,0,60,0,90,0,150,0,10.5,0,8.1,0,19.057465,0,-50.263466,0,-76,0,-76,0,22.0137,0,"2020-10-02T11:48:07.307Z"
1.7498779,0,2.7020264,0,3.5644531,0,105193,0,89840,0,2.1427307,0,2.4412293,0,8.017273,0,8.105164,0,50,0,70,0,40,0,70,0,818.11,0,1501.9839,0,60,0,90,0,150,0,10.6,0,8.1,0,18.926617,0,-50.17987,0,-76,0,-76,0,22.0137,0,"2020-10-02T11:49:05.886Z"
1.7529297,0,2.7062988,0,3.571167,0,105207,0,89864,0,2.1388032,0,2.4451568,0,8.006287,0,8.109283,0,50,0,70,0,40,0,70,0,824.2953,0,1445.6938,0,60,0,90,0,150,0,10.4,0,8,0,19.102144,0,-50.34499,0,-76,0,-76,0,22.524788,0,"2020-10-02T11:50:07.297Z"
1.7541504,0,2.7050781,0,3.5620117,0,105221,0,89888,0,2.1436036,0,2.4355562,0,8.0104065,0,8.110657,0,50,0,70,0,40,0,70,0,833.01337,0,1415.6948,0,60,0,90,0,150,0,10.4,0,7.8,0,18.761812,0,-50.375195,0,-76,0,-76,0,22.837368,0,"2020-10-02T11:51:05.892Z"
